seqnames	start	end	width	strand	nWindows	logFC.up	logFC.down	PValue	FDR	direction	best	logFC	logCPM
chr15	82112751	82113100	350	*	2	2	0	0.0271322629036542	0.502261301927217	up	800154	0.92704369788512	-1.69692290757765
chr15	82145051	82146200	1150	*	17	5	0	0.0722310270335593	0.633754815979074	up	800223	0.768842544958588	-1.34408423451675
chr15	82229401	82230850	1450	*	27	3	4	0.0624826094436139	0.610686834369075	down	800703	-1.04169910003828	-1.36343111940075
chr15	82326251	82327350	1100	*	18	11	0	0.00171136884929904	0.242695435186206	up	801063	1.21809525470286	-1.15057918177497
chr15	82445151	82445700	550	*	9	0	1	0.084066469701026	0.655978729026857	down	801176	-0.998504173572146	-1.59886752623621
chr15	82923251	82924700	1450	*	27	4	0	0.0927948015002801	0.673122097479819	up	801486	0.575258696794783	-0.89579698957716
chr15	82950001	82950850	850	*	15	0	1	0.0648153387023336	0.615419054473747	down	801654	-0.538250348041577	-0.482429815958319
chr15	82960701	82962100	1400	*	26	0	0	0.0240563877268107	0.486947798255972	down	801791	-0.371109309561458	0.653317805064662
chr15	83097651	83098300	650	*	11	0	2	0.0522966025770323	0.585619109355597	down	802525	-0.585585221702068	-0.727011752763628
chr15	83112701	83113750	1050	*	14	0	4	0.00860558928961687	0.37411815338148	down	802588	-1.45599219373155	-0.907994188541906
chr15	83122501	83123350	850	*	14	0	0	0.0677711093339462	0.622605485869071	up	802644	0.330173315272342	0.534578692384466
chr15	83168251	83168400	150	*	1	1	0	0.0387284860174539	0.54751809471024	up	802792	0.723566190400512	-1.63335094541015
chr15	83220401	83221000	600	*	10	0	4	0.0936188134970565	0.674421335463296	down	802900	-0.759830541047602	-1.34930960568868
chr15	83270951	83271500	550	*	9	0	7	0.0183154675674518	0.457561449169761	down	803011	-1.14223394974723	-1.5967721739172
chr15	83350051	83351050	1000	*	18	0	0	0.0755118122454872	0.638851405255722	up	803171	0.327327860371678	0.911833561071304
chr15	83374851	83375850	1000	*	18	0	2	0.0852031950951695	0.657429867573593	down	803229	-1.20197819736216	-1.50819798140151
chr15	83392551	83393000	450	*	5	0	3	0.0611015413147697	0.607260883765304	down	803262	-0.977542466610502	-1.57656509876937
chr15	83440801	83441150	350	*	5	4	0	0.0529223996510059	0.585883968629695	up	803409	0.712930012690373	-1.4401416861103
chr15	83444301	83444900	600	*	10	5	0	0.00305830830261504	0.286462154644747	up	803415	1.463404095281	-1.4270629194457
chr15	83483501	83484650	1150	*	16	1	5	0.0667522908522798	0.619741905100431	down	803580	-0.976776137396289	-1.43917510509548
chr15	83532201	83533100	900	*	11	1	3	0.0207476725865486	0.472208331482679	down	803742	-1.35929336077256	-1.59649957860638
chr15	83533151	83534100	950	*	14	3	0	0.0474956113579399	0.573168644728047	up	803752	1.16015334762114	-1.65946814140967
chr15	83562601	83563800	1200	*	22	0	0	0.0737054724799826	0.635859266391763	down	803847	-0.427934340901296	0.0320471464963172
chr15	83628101	83628650	550	*	7	3	1	0.0174712875140051	0.451967220744491	up	804106	1.4292745209584	-1.69733266944486
chr15	83634051	83634450	400	*	6	0	2	0.0156930187492126	0.437635303823061	down	804111	-2.06383174978903	-1.3843906080901
chr15	83638651	83639700	1050	*	19	5	0	0.0216067167626214	0.476205385144731	up	804117	0.704644539552807	-1.26550430352432
chr15	83639601	83640650	1050	*	19	5	0	0.0330547095004099	0.526842950528242	up	804132	0.7505527974425	-1.22130359403842
chr15	83652301	83653000	700	*	10	4	0	0.0980457005625593	0.6812438281893	up	804175	0.615472619471205	-1.36676478516195
chr15	83658401	83659550	1150	*	16	5	3	0.0643537967649211	0.614867890179246	up	804193	0.609203402930714	-0.836006423593307
chr15	83659451	83660600	1150	*	21	11	0	0.0285365885080984	0.509553308854561	up	804212	1.05698663202966	-1.36073201798946
chr15	83676051	83676200	150	*	1	1	0	0.00175336082578989	0.243837972949081	up	804277	1.249622074966	-1.66018828975653
chr15	83709701	83711100	1400	*	26	0	0	0.0384578146775099	0.547050153480554	up	804458	0.320797655328068	1.09316315613947
chr15	83734701	83735600	900	*	13	1	0	0.0683305760416893	0.623884288420233	up	804559	1.30461563989041	-1.64608178124256
chr15	83740451	83741600	1150	*	21	10	0	0.00259812806142524	0.276442424583683	up	804575	0.649670997966113	-0.152564685650774
chr15	83756551	83757850	1300	*	23	0	3	0.0916110653932069	0.671158348307714	down	804605	-0.741010313250755	-1.20221755430155
chr15	83765651	83766450	800	*	14	0	6	0.00658076348927516	0.350601967038604	down	804659	-2.48806118850257	-1.25676660634548
chr15	83794701	83795650	950	*	14	0	4	0.0495859513603117	0.578791580556211	down	804728	-2.79618807172069	-1.67838683712559
chr15	83965201	83965550	350	*	5	0	4	0.0366034719222851	0.538868033216239	down	804952	-1.22806390303819	-1.65586122799407
chr15	84009551	84010050	500	*	8	4	0	0.0840314532984246	0.655924148214401	up	805069	0.623572984538551	-1.23613287557518
chr15	84215901	84217200	1300	*	24	8	0	0.0999808727971292	0.684331061248902	up	805497	0.50751153639596	-0.389685596721933
chr15	84227951	84228500	550	*	9	0	4	0.00174601259371556	0.243837972949081	down	805557	-0.595899859162231	-0.311787032849052
chr15	84239001	84240100	1100	*	20	0	13	0.0237997249060868	0.485545278582574	down	805624	-0.956305572108702	-1.07526191289052
chr15	84278001	84278550	550	*	3	2	1	0.0161111428934274	0.440909636137973	up	805735	1.00123206070163	-1.63642451440105
chr15	84290101	84291050	950	*	17	6	2	0.0749566693201248	0.638212318421862	mixed	805765	0.687732163796129	-1.17588477876942
chr15	84301101	84302450	1350	*	24	0	5	0.0584822634170366	0.600213755211771	down	805839	-0.888781168350093	-1.15641902252802
chr15	84324651	84325600	950	*	17	7	0	0.0162101653964246	0.44172636835417	up	805964	1.05278744524778	-1.55361121802837
chr15	84325501	84326400	900	*	16	1	0	0.00444243396205742	0.311098126558805	up	805966	1.10545848469795	-1.36789412698286
chr15	84351801	84352900	1100	*	20	0	3	0.0436058685712891	0.562014910804809	down	806020	-1.95192500553743	-1.55984789958509
chr15	84354401	84354900	500	*	8	0	3	0.021013923479983	0.472208331482679	down	806025	-0.865652679182246	-1.37179698729431
chr15	84365701	84366300	600	*	10	6	0	0.0705754896467948	0.629986090373218	up	806043	0.831885257235125	-1.56299844502963
chr15	84408101	84409050	950	*	13	0	6	0.029698851408018	0.514369834909774	down	806120	-1.52682394106022	-1.64167370201524
chr15	84443151	84444600	1450	*	27	7	0	0.0153551777768765	0.436234898586875	up	806257	1.07711245289989	-1.42491885667368
chr15	84444501	84446000	1500	*	26	0	4	0.0446551600844484	0.56534459493185	down	806291	-1.05292089836984	-1.11527636018881
chr15	84467151	84468000	850	*	15	7	0	0.0531898618965479	0.58644180026623	up	806385	0.563069403053664	-0.865668299118485
chr15	84556951	84558100	1150	*	21	4	0	0.0273270218220965	0.503114010312379	up	806539	0.799326757624012	-1.40282022942438
chr15	84564751	84565100	350	*	5	0	3	0.088383648535196	0.664384389696731	down	806560	-0.686790308966796	-1.4477169524802
chr15	84603451	84604400	950	*	17	2	1	0.0110215641657183	0.401440797517773	up	806654	0.68864078722308	-0.0933899904922169
chr15	84643101	84644100	1000	*	18	0	1	0.04936027866533	0.578320888524989	down	806858	-0.583773385385241	-0.348561178385779
chr15	84662601	84663800	1200	*	22	0	0	0.0773807650134442	0.642541121731532	down	806911	-0.358004887169251	0.506868148233604
chr15	84663701	84665000	1300	*	24	0	6	0.000541177281276948	0.172638548173553	down	806942	-0.945486587609612	-0.41674213342798
chr15	84664901	84666100	1200	*	22	0	5	0.000376905221168794	0.158921911539766	down	806945	-0.899704464241384	-0.301803562939313
chr15	84675751	84676850	1100	*	17	4	0	0.0287938614694023	0.51108586817792	up	807014	1.34004862715812	-1.63714908157942
chr15	84679501	84680950	1450	*	27	0	2	0.0842500727371431	0.656134648719965	down	807047	-0.599484744357332	-0.841124032157738
chr15	84687601	84688500	900	*	16	0	3	0.0366847193906945	0.539161941150432	down	807149	-1.14688092459888	-1.50823910637561
chr15	84705801	84706250	450	*	7	4	0	0.0663857085186423	0.619059258100501	up	807201	0.723640512059064	-1.56108373658993
chr15	84721751	84722000	250	*	3	2	0	0.042680612079473	0.559199364862091	up	807283	0.723917511580543	-1.52313618574869
chr15	84778251	84778600	350	*	5	0	4	0.0545053211877074	0.589672918363787	down	807543	-0.655434153089304	-1.64845177435797
chr15	84931901	84933000	1100	*	16	0	6	0.0548879674621781	0.590883784457883	down	807815	-1.26271697896321	-1.35866241168549
chr15	84942901	84943900	1000	*	18	6	0	0.0939801762014566	0.674915536027913	up	807838	0.92275646672132	-1.5012424398754
chr15	84973901	84974900	1000	*	18	0	6	0.0111004048080979	0.401461928105789	down	807920	-0.618166770758415	-0.300777877577188
chr15	84987951	84989050	1100	*	20	4	0	0.020070726229377	0.468199025555925	up	807975	0.562792040601788	-0.32211066155576
chr15	85011851	85013150	1300	*	24	0	5	0.0238559339699451	0.485887676161952	down	808069	-0.899562351143669	-0.842088967041277
chr15	85042301	85043450	1150	*	21	0	5	0.0181207318290291	0.455608737994243	down	808160	-0.744063065931232	-0.905103385922387
chr15	85135151	85135300	150	*	1	1	0	0.0213050312998767	0.473738140584349	up	808207	1.13872383163247	-1.6808352395035
chr15	85135651	85136250	600	*	7	4	0	0.0928662674136276	0.673271738569016	up	808210	0.832506666385942	-1.62776007718541
chr15	85170301	85170600	300	*	4	3	0	0.068078930110168	0.62338828282176	up	808314	1.08157751876323	-1.68805482013505
chr15	85204851	85206250	1400	*	23	1	0	0.0684005930321133	0.623959635741554	down	808418	-0.425693043659679	0.221682710928366
chr15	85207401	85208700	1300	*	24	2	0	0.0079489904499618	0.365990269129069	up	808445	0.968796272982616	-0.634940678307161
chr15	85319901	85320400	500	*	8	0	5	0.0191161764446591	0.463130015790869	down	808751	-0.722369563218013	-1.17778861918756
chr15	85491551	85492150	600	*	10	0	2	0.0824635023201004	0.653198736240044	down	808964	-1.11594433248813	-1.60618520041318
chr15	85506451	85507650	1200	*	22	0	3	0.0721078592300816	0.633256041899896	down	809059	-1.99204826001021	-1.40345056086103
chr15	85534751	85535300	550	*	9	2	3	0.0515884031719821	0.583628403879663	up	809227	1.0109250987327	-1.40708023794698
chr15	85575551	85576700	1150	*	21	4	3	0.00662845923208778	0.35112353850711	down	809333	-0.788589790296149	-0.477800748928288
chr15	85576601	85577800	1200	*	22	0	3	0.0486097987512774	0.576147348481106	down	809335	-0.628854411092626	-0.778212265358357
chr15	85840501	85841400	900	*	16	0	5	0.0816216254061728	0.651304257631193	down	810111	-0.74900963783821	-1.30212602220988
chr15	85867451	85868400	950	*	17	0	7	0.0575850344257808	0.597501200766626	down	810190	-1.21859498302905	-1.27631944265008
chr15	85878451	85879300	850	*	15	0	0	0.0723390408012882	0.634157708948107	down	810212	-0.446402152685891	0.0212739924935366
chr15	85929251	85930000	750	*	9	6	0	0.0502078341609326	0.580194937302503	up	810358	0.75569612657297	-1.51588447480689
chr15	85971301	85972200	900	*	16	0	3	0.0156985110980277	0.437647253685921	down	810477	-2.25760313465173	-1.24955754804515
chr15	85981501	85982750	1250	*	23	6	0	0.0587601526457273	0.601271773249624	up	810507	0.795405639905186	-1.10191549577353
chr15	85993451	85994350	900	*	13	3	0	0.0300003816892105	0.515052725096434	up	810557	1.28169192521888	-1.6859804677703
chr15	86005301	86006500	1200	*	22	0	3	0.0113103740272826	0.403256575721697	down	810620	-1.29210133362426	-1.20848900762214
chr15	86028001	86029400	1400	*	26	0	5	0.0306977217890473	0.518078482899731	down	810696	-1.48366278916363	-1.33377305138593
chr15	86057251	86058750	1500	*	28	0	0	0.0796532985036204	0.646814166048135	up	810899	0.373150981906756	0.17939467007373
chr15	86066851	86068000	1150	*	21	0	3	0.0828237304103238	0.653686301715223	down	810971	-0.851364493890196	-1.19088837649987
chr15	86067901	86069050	1150	*	21	2	2	0.0979377920851812	0.6812438281893	up	810987	0.983680995795735	-1.49186913364428
chr15	86085451	86086300	850	*	15	0	6	0.00369051180831762	0.293781391422617	down	811070	-0.833710054886318	-0.697209664059411
chr15	86122301	86123050	750	*	13	2	3	0.0179846647019883	0.455147323132096	mixed	811240	-1.51297855087805	-1.59090335297526
chr15	86164701	86165550	850	*	13	2	0	0.0446366746487441	0.565311382015465	up	811368	1.03863801545328	-1.59952313818431
chr15	86231701	86232550	850	*	15	0	3	0.0498057362386728	0.579116449320966	down	811614	-0.820351486826316	-1.28031993643618
chr15	86233001	86233450	450	*	7	0	5	0.0274686978637093	0.503817450610153	down	811621	-0.773626322959631	-1.21014622566627
chr15	86251051	86252050	1000	*	9	2	0	0.075925646027272	0.6395605633714	up	811680	1.0391690932501	-1.63230714135814
chr15	86260151	86260850	700	*	11	0	5	0.0497158072655988	0.578888328643633	down	811704	-1.2185822098644	-1.59724365650951
chr15	86408501	86410000	1500	*	28	0	10	0.00161368960233354	0.240115507677141	down	811860	-0.919784239468868	-0.659505721947923
chr15	86419351	86420100	750	*	13	0	3	0.079595026146405	0.646699861049909	down	811900	-1.07795941354299	-1.50219975847722
chr15	86478201	86479400	1200	*	21	12	0	0.0221354200551038	0.477913495207922	up	812073	1.31204068916266	-1.3410883337958
chr15	86489151	86489650	500	*	8	0	3	0.0144581724330132	0.429206337099049	down	812112	-1.39538234289315	-1.62354191626592
chr15	86512751	86513750	1000	*	17	0	7	0.0478386453142661	0.573609411430776	down	812152	-0.778081149894535	-1.24790201921022
chr15	86706901	86707200	300	*	4	0	3	0.0184263370700366	0.459101892168289	down	812234	-2.22113500050281	-1.62948891801607
chr15	86742451	86742850	400	*	6	0	4	0.0121665387212798	0.41118192170602	down	812241	-0.968454888828662	-1.63492690372544
chr15	86897701	86898000	300	*	2	0	1	0.0945789700955504	0.676274905624213	down	812294	-0.60453744414527	-1.70458468225044
chr15	86919751	86920900	1150	*	21	0	9	0.0507630583394314	0.581253427088165	down	812313	-0.888398623787007	-1.60803151181957
chr15	86920801	86921950	1150	*	19	3	10	0.016520680819703	0.444359397448235	down	812337	-0.837324800238647	-1.18897829642184
chr15	87033401	87034000	600	*	10	0	6	0.0213844883705752	0.47454783022856	down	812425	-1.58414767175245	-1.52548487897557
chr15	87170751	87171400	650	*	11	4	0	0.0862430983299918	0.659923293982103	up	812474	0.94218721426303	-1.70322288931741
chr15	87549151	87549350	200	*	2	0	2	0.0985840607080554	0.681993433848284	down	812633	-0.972244476504256	-1.55252198795221
chr15	87638301	87638700	400	*	6	3	0	0.0625239584808276	0.610844293436295	up	812764	0.856323740273362	-1.48886687138026
chr15	87656201	87657150	950	*	17	1	4	0.05646834690085	0.594932280025828	down	812786	-0.971889551113708	-1.41409796826656
chr15	87934051	87934550	500	*	8	1	4	0.00349747074037272	0.292427200117052	down	812882	-0.994350606844946	-1.36791988838376
chr15	87940851	87941200	350	*	5	5	0	0.0269221454747885	0.501036599830576	up	812890	1.02321476104979	-1.63262583130716
chr15	88142201	88142350	150	*	1	1	0	0.00667243918333901	0.352158549218101	up	812958	0.922605998952363	-1.68494542664621
chr15	88247801	88248850	1050	*	19	0	3	0.0911193003052087	0.670152628443187	down	813024	-0.783909459335113	-1.13979357238894
chr15	88360051	88361500	1450	*	24	16	0	0.0156213477031714	0.437635303823061	up	813091	0.731776231284402	-0.748993260928633
chr15	88367301	88368000	700	*	12	3	0	0.00563573618736535	0.332879337376036	up	813131	0.758077001727841	-0.6462262182585
chr15	88371351	88372450	1100	*	20	5	0	0.0286729901439713	0.510314845291614	up	813146	0.53590167849997	-0.353667147408771
chr15	88400851	88401650	800	*	10	0	4	0.00307796610203831	0.286462154644747	down	813184	-1.21522090283713	-1.64844229954683
chr15	88555501	88555850	350	*	5	0	3	0.0173672365236819	0.451164298464964	down	813225	-2.35144344492262	-1.39633570398349
chr15	88661801	88662850	1050	*	19	0	3	0.000865083224332263	0.206593583660597	down	813335	-3.21632984846104	-1.3418453434114
chr15	88697751	88698000	250	*	3	2	0	0.0426169417553926	0.558982843760365	up	813386	0.710204008322548	-1.70001718360844
chr15	88850901	88851900	1000	*	18	4	0	0.0124445311984066	0.414390157050348	up	813697	1.04538426143004	-1.52661483392056
chr15	88863701	88865100	1400	*	26	0	0	0.0317975029581799	0.522444925960559	up	813796	0.492217563099559	-0.0923866401899952
chr15	88865001	88866400	1400	*	17	4	0	0.03513168923986	0.534785439666458	up	813816	1.64262923271173	-1.63440732931912
chr15	88875101	88876100	1000	*	18	0	5	0.000384229995425496	0.158932417318334	down	813896	-1.51770931374232	-1.07221311451709
chr15	88915851	88916000	150	*	1	1	0	0.0729529422598694	0.635127715999962	up	813994	0.524107807378866	-1.61317635179588
chr15	88999101	88999500	400	*	6	0	4	0.00339305167461993	0.292427200117052	down	814114	-1.32377427322091	-1.45085536316373
chr15	89172801	89174100	1300	*	24	1	0	0.00353994244962278	0.292431719771729	up	814721	0.526710071073112	0.302602865095196
chr15	89174001	89175300	1300	*	24	0	3	0.0609366019167834	0.606734055634014	down	814737	-2.14378609099499	-0.963242914690571
chr15	89195201	89196350	1150	*	21	0	0	0.099555840107457	0.683691635636471	up	814908	0.344579732200373	0.265312573272565
chr15	89282001	89282800	800	*	14	0	6	0.0400043448417729	0.551760734733559	down	815070	-2.16037090258151	-1.57221456277669
chr15	89314301	89315450	1150	*	21	0	2	0.0209473837261128	0.472208331482679	down	815184	-0.544275272729082	-0.401905803679158
chr15	89347301	89348050	750	*	10	4	0	0.0140207510263938	0.425788128042157	up	815261	1.23930554681747	-1.67260572983033
chr15	89428651	89429750	1100	*	20	0	0	0.0345996984978973	0.533326421501733	up	815653	0.32073090834257	1.08702766269666
chr15	89429651	89430700	1050	*	19	0	4	0.0217131046907596	0.476374699510899	mixed	815654	0.332937110505637	1.0781620905869
chr15	89474701	89476050	1350	*	25	6	0	0.00961889697107756	0.38536221263866	up	815754	0.905686399132694	-1.2658674023745
chr15	89480451	89480750	300	*	2	2	0	0.0174979733318875	0.451967220744491	up	815793	1.21529510557066	-1.67782217273256
chr15	89523851	89525050	1200	*	22	0	6	0.0216413643868007	0.476374699510899	down	815926	-1.9711248217737	-1.0111492956583
chr15	90535251	90536250	1000	*	18	1	0	0.0575256434375759	0.597443613407034	up	816316	0.496500981457305	-0.169902261412852
chr15	90678301	90679500	1200	*	22	0	9	0.0467786703410074	0.571880596598908	down	816334	-1.31742956855353	-1.37952281258544
chr15	90690601	90690950	350	*	5	0	2	0.0507870756729416	0.581253427088165	down	816379	-0.518064390238736	-1.31529536066415
chr15	90819951	90820200	250	*	3	2	0	0.0435335969657234	0.561632774882147	up	816389	1.26257254875058	-1.57188734906809
chr15	91049751	91050700	950	*	17	2	0	0.0937415851648183	0.674608119323604	up	816469	0.755000978682667	-0.877590380265147
chr15	91256951	91257400	450	*	3	0	2	0.0900228063239606	0.667596491619779	down	816566	-0.637116110386032	-1.69289499175742
chr15	91360251	91360700	450	*	7	0	5	0.0054879635983247	0.331075999206373	down	816594	-1.3526480948595	-1.36549405695027
chr15	91549351	91549600	250	*	2	0	1	0.00528587823184126	0.327058191855714	down	816629	-1.18711806676653	-1.70463021539998
chr15	91670201	91670650	450	*	7	0	0	0.081609037282863	0.651263922978136	up	816686	0.482640154723487	-0.839559108438317
chr15	91703151	91703800	650	*	11	0	0	0.0925265967973327	0.672756243567786	down	816719	-0.499442251097325	-0.906917343326587
chr15	91889301	91889700	400	*	6	0	3	0.0513388749217055	0.583277736486738	down	816806	-0.653916026606329	-1.2193767805808
chr15	91897501	91898050	550	*	9	0	2	0.0965793441219907	0.679486644088883	down	816808	-1.17276529242937	-1.59297296937625
chr15	91965201	91965850	650	*	8	5	0	0.0887081147137037	0.664837357841911	up	816821	0.681630235791238	-1.41991100972472
chr15	92161651	92162050	400	*	6	0	6	0.0294851495839662	0.51365431481336	down	816894	-1.21251267461093	-1.66780564534856
chr15	92435351	92435600	250	*	3	0	3	0.0223439304390266	0.479226946286499	down	817024	-1.08974403311182	-1.59682410738461
chr15	92452651	92453050	400	*	6	0	3	0.0728092156096693	0.635061724634791	down	817038	-0.956834525308481	-1.55203643235287
chr15	92993351	92993750	400	*	6	0	1	0.0699909858388868	0.628486701767301	down	817253	-0.90128492904538	-1.60946076186585
chr15	93001901	93003050	1150	*	18	0	2	0.0118184672267023	0.408291787383729	down	817311	-1.78127323105184	-1.68762833643088
chr15	93299301	93299450	150	*	1	0	1	0.0941655954953841	0.675626056851459	down	817532	-1.31932555734657	-1.68557018417401
chr15	93484151	93484450	300	*	4	0	3	0.0176768549179667	0.452791984025388	down	817831	-0.997238971095482	-1.43913227905088
chr15	93497651	93499000	1350	*	25	0	20	0.0293298507898004	0.513453624629657	down	817870	-0.784147733516599	-1.45066022844572
chr15	93510151	93511000	850	*	15	0	0	0.00668034628784467	0.352186547573361	down	817918	-0.267867790122066	1.92337826435116
chr15	93513901	93514950	1050	*	17	4	3	0.0203539467086704	0.469881831303966	down	817957	-0.548006134384357	-0.456067906198025
chr15	93522251	93523650	1400	*	24	0	4	0.00829870330839623	0.370596695590409	down	818110	-0.584456156834322	0.0618164572147784
chr15	93543751	93544350	600	*	10	1	3	0.0593155027613278	0.602209446755073	down	818220	-1.14661339205096	-1.58789597609341
chr15	93568451	93568700	250	*	3	2	0	0.0821910337889122	0.652672452671757	up	818284	1.02413614639416	-1.60581851184385
chr15	93591401	93592250	850	*	15	4	0	0.0518030947580302	0.583771549681169	up	818320	0.574607382032478	-0.810878706709171
chr15	93659701	93660300	600	*	10	0	2	0.062004739539752	0.608843857255975	down	818473	-1.13751692256139	-1.40030831634474
chr15	93711201	93712100	900	*	16	0	2	0.0268843651267477	0.500789982396043	down	818600	-0.628064322339841	-0.367600829150721
chr15	93730801	93731700	900	*	16	7	0	0.0284166457840119	0.508935826880199	up	818680	0.61531156048092	-1.1208115157586
chr15	93765401	93765650	250	*	3	3	0	0.0749734329470218	0.638212318421862	up	818763	0.691914577699158	-1.65755971073532
chr15	93786401	93786800	400	*	6	3	0	0.0984606601489223	0.681948060400835	up	818790	1.01094312632474	-1.56693624239369
chr15	93821901	93822300	400	*	2	2	0	0.0268130619227822	0.500722312968628	up	818831	1.24275763579656	-1.68005675671463
chr15	93972301	93973200	900	*	16	0	2	0.00535799404651414	0.328118853619608	down	819003	-1.11436314717617	-0.781735141168814
chr15	94181551	94182100	550	*	9	5	0	0.00895117292408157	0.378958557724444	up	819157	0.872608234540516	-1.12670857902989
chr15	94204551	94204900	350	*	5	0	5	0.07574399344913	0.639294142451656	down	819163	-1.09223618003267	-1.59380713202165
chr15	94247351	94247700	350	*	5	4	0	0.0312169605792631	0.519684546612283	up	819302	0.822270852842065	-1.68097442354462
chr15	94430751	94431400	650	*	11	4	0	0.0329173549394274	0.526287772219844	up	819421	0.954577015164188	-1.46885173660713
chr15	94511051	94511250	200	*	2	0	2	0.0193971854795224	0.464454541441721	down	819498	-0.948052748098688	-1.66362205106129
chr15	94542851	94544200	1350	*	25	0	3	0.0179655334383942	0.454834761031828	down	819510	-0.502240177336487	0.48270463838958
chr15	94574551	94575250	700	*	12	0	9	0.00853082213176055	0.373347704102888	down	819548	-1.07091545458121	-1.50203959053617
chr15	94577501	94577650	150	*	1	1	0	0.0674518477318127	0.621511290875766	up	819552	0.687087004166512	-1.67753993072277
chr15	94591751	94592750	1000	*	15	0	4	0.0750098077769046	0.638259159596334	down	819589	-0.834049650397686	-1.41329882734659
chr15	94628651	94629800	1150	*	21	0	2	0.0504277432473942	0.580374115448938	down	819646	-0.432809087881904	-0.130440568867866
chr15	94658801	94660200	1400	*	22	0	7	0.00673357134496199	0.352351444592939	down	819748	-0.849203566526127	-1.2803712499374
chr15	95043851	95044400	550	*	8	0	4	0.00760741330710804	0.362628062033353	down	819867	-0.777506743643088	-1.10460101764489
chr15	95097601	95098300	700	*	8	3	3	0.00879932903334523	0.376728545353794	up	819895	0.953063361320665	-1.24792689718659
chr15	95489101	95489600	500	*	8	7	0	0.0224278505825736	0.479480154145992	up	819955	0.773605044444814	-1.26380526921072
chr15	95701651	95701850	200	*	2	0	2	0.035508509786081	0.535838217423909	down	820119	-1.07731348221073	-1.62078522167298
chr15	95789501	95790700	1200	*	22	2	0	0.0382244667708529	0.545428585609229	up	820186	0.67058227682587	-0.299224032872839
chr15	95837401	95838900	1500	*	22	4	0	0.062397932979137	0.610495746526544	up	820343	1.01776446291787	-1.32317643069201
chr15	95953901	95954550	650	*	5	3	0	0.0154956463865193	0.437212322157024	up	820505	1.41880925984373	-1.64743653750155
chr15	96021501	96022900	1400	*	26	0	8	0.0104233302162785	0.393666277353596	down	820575	-1.1483077247997	-1.16563636796132
chr15	96054851	96055900	1050	*	17	0	3	0.0799070099228345	0.646924734967774	down	820603	-0.764763465861663	-1.03364650815591
chr15	96064401	96064800	400	*	6	0	3	0.081034571062382	0.649497421252407	down	820638	-0.938465901297257	-1.3606405955636
chr15	96082901	96083750	850	*	15	4	0	0.0217216053352427	0.476374699510899	up	820736	1.19632383512645	-1.26039296987507
chr15	96100351	96100600	250	*	3	0	3	0.0266755167264384	0.500167771299581	down	820771	-0.878727834754366	-1.50860746049457
chr15	96107401	96107650	250	*	3	2	0	0.0644355566303806	0.614997090431931	up	820775	0.743754410785459	-1.66567571656462
chr15	96288101	96289550	1450	*	27	0	7	0.0645044031206966	0.615040145658685	down	821119	-1.70518315945871	-1.37932245644072
chr15	96524101	96524850	750	*	13	5	0	0.0504458758776053	0.580374115448938	up	821378	0.733650164402248	-1.27989109483839
chr15	96572551	96574000	1450	*	21	3	2	0.0344817721542168	0.532934020491306	down	821462	-1.22536784475345	-1.68646535075414
chr15	96627001	96627150	150	*	1	1	0	0.0375409444067942	0.5426813446524	up	821501	0.64805178267347	-1.68634116345823
chr15	96654751	96655100	350	*	5	1	0	0.0448854210734995	0.5654744527792	up	821583	1.2009319384749	-1.56110057049971
chr15	96657351	96658300	950	*	16	4	0	0.0872892678923633	0.662129536111063	up	821601	0.719068742354132	-1.25090007485943
chr15	96692001	96692800	800	*	10	0	3	0.0756235633041728	0.639227912328868	down	821756	-0.780298499028137	-1.5489561133826
chr15	96718801	96719000	200	*	2	0	2	0.00337355797695469	0.292307281831003	down	821850	-1.34388767742624	-1.66592324083116
chr15	96757901	96758400	500	*	8	4	0	0.0227295750100422	0.480260933469357	up	821872	0.965370964503039	-1.57757249111529
chr15	97059601	97060050	450	*	7	3	0	0.0328943116269549	0.526192316616723	up	822169	0.810429923517954	-1.45973577360153
chr15	97067301	97067750	450	*	7	3	0	0.0296106224223794	0.514233249040962	up	822186	1.19474459380603	-1.70011317094007
chr15	97102801	97103150	350	*	4	1	0	0.00706592219049259	0.356160137203756	up	822284	1.72649906578057	-1.70050585237443
chr15	97122301	97122700	400	*	6	4	0	0.0625929442243102	0.611136024870802	up	822322	0.70582409425825	-1.3380174637574
chr15	97174551	97175800	1250	*	23	4	1	0.00461593324163932	0.315703905622104	up	822386	1.27095962354818	-1.20389976749891
chr15	97284301	97284800	500	*	8	0	4	0.00613117449733999	0.342515735626682	down	822594	-1.2206340238767	-1.64365127659946
chr15	97373251	97374150	900	*	16	0	2	0.0913110902129551	0.670536369034196	down	822743	-1.09076530663301	-1.64294344346894
chr15	97376151	97377650	1500	*	28	0	4	0.0631705446123093	0.612252582593846	down	822772	-0.986087563625504	-1.09551930516932
chr15	97468651	97469300	650	*	11	0	3	0.0920863217938841	0.672125985263273	down	822836	-0.706530592315584	-1.23535801927646
chr15	97580701	97581200	500	*	8	4	0	0.0396817842785924	0.550555302804759	up	822851	1.06458963165997	-1.48812957704095
chr15	97596601	97597050	450	*	7	3	0	0.00274049710714308	0.278802986568523	up	822884	1.51162945026653	-1.63433369434375
chr15	97710701	97711650	950	*	17	4	0	0.099969985071986	0.684331061248902	up	823046	0.718416758102513	-1.30461693444264
